Country,Year,State,Type of Region,Month,Peak electricity demand (UOM:MW(MegaWatt)) |Scaling Factor:1,Peak electricity met (UOM:MW(MegaWatt)) |Scaling Factor:1,"Peak Electricity Demand Not Met (UOM:MW(Megawatt)), Scaling Factor:1","Percentage Of Peak Electricity Demand Not Met (UOM:%(Percentage)), Scaling Factor:1"
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"August, 2021",10704.82071,10686.12,18.7,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"August, 2021",24428,24428,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"August, 2021",206,206,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"August, 2021",331,331,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"August, 2021",107,107,0,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"August, 2021",167.743,149,18.74,11.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"August, 2021",5575.257311,5552.422971,22.83,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"August, 2021",460.164886,460.164886,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"August, 2021",13215,13215,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"August, 2021",14690,14690,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"August, 2021",98.53682803,98.193152,0.34,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"August, 2021",15729.82067,15718.19,11.63,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"August, 2021",12855,12855,0,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"August, 2021",1214.97,1210,4.97,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"August, 2021",303,303,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"August, 2021",23963,23603,360,2.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"August, 2021",2269,2269,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"August, 2021",8798.439701,8780.768405,17.67,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"July, 2021",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"July, 2021",9654,9654,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"July, 2021",196.803,162,34.8,18.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"July, 2021",2103.69,2034,69.69,3.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"July, 2021",7154.184501,6490.03413,664.15,9.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"July, 2021",4840,4814,26,1.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"July, 2021",7323,7323,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"July, 2021",590.25,590.25,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"July, 2021",19007,19007,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"July, 2021",12120,12120,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"July, 2021",1598,1598,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"July, 2021",1708.890575,1590.395818,118.49,7.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"July, 2021",11432.21167,11408,24.21,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"July, 2021",3618.05,3618.05,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"July, 2021",9.458,9.458,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"July, 2021",11194.47,11194.47,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"July, 2021",24097.43115,24089,8.43,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"July, 2021",206,206,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"July, 2021",317,317,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"July, 2021",102,102,0,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"July, 2021",148.983,145,3.98,3.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"July, 2021",5561.333268,5561.333268,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"July, 2021",453.5605343,453.537201,0.02,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"July, 2021",13556,13431,125,1.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"July, 2021",13974,13974,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"July, 2021",95.96783657,95.925869,0.04,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"July, 2021",15331.95,15331.95,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"July, 2021",11512,11512,0,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"July, 2021",1205.56275,1204,1.56,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"July, 2021",296.71,296,0.71,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"July, 2021",24965,24795,170,1.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"July, 2021",2269,2269,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"July, 2021",8859.045695,8838.937113,20.11,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"June, 2021",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"June, 2021",10215.18481,10172,43.18,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"June, 2021",141.042,141,0.04,0.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"June, 2021",2060.711,1988,72.71,4.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"June, 2021",6101.827514,6084.259216,17.57,0.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"June, 2021",379,379,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"June, 2021",4110,4066,44,1.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"June, 2021",6921,6921,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"June, 2021",587.4555375,587.25,0.21,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"June, 2021",18111.99765,18093,19,0.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"June, 2021",11383,11383,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"June, 2021",1578,1578,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"June, 2021",1702.06492,1519.870361,182.19,11.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"June, 2021",11179.6575,11174.31,5.35,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"June, 2021",3593.3156,3593.3156,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"June, 2021",9.876,9.876,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"June, 2021",9418.14,9418.14,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"June, 2021",21141,21141,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"June, 2021",211.937,210,1.94,1.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"June, 2021",322,322,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"June, 2021",105,105,0,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"June, 2021",158.221,150,8.22,5.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"June, 2021",4986.550496,4983.884816,2.67,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"June, 2021",440.187195,440.187195,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"June, 2021",13359,13359,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"June, 2021",12787,12787,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"June, 2021",89.536634,89.536634,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"June, 2021",15820.1237,15820.1237,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"June, 2021",11130,11130,0,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"June, 2021",1156.34965,1156,0.35,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"June, 2021",287,287,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"June, 2021",24574,24574,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"June, 2021",2189,2189,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"June, 2021",8533.864172,8523.364089,10.5,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"May, 2021",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"May, 2021",10252,10252,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"May, 2021",155.039,138,17.04,11.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"May, 2021",1951.377,1871,80.38,4.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"May, 2021",5926.527465,5919.276352,7.25,0.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"May, 2021",282,282,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"May, 2021",4059,4059,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"May, 2021",4959,4959,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"May, 2021",645.5,645.5,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"May, 2021",17924.2713,17918,6.27,0.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"May, 2021",8286,8286,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"May, 2021",1440,1440,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"May, 2021",1565.717008,1556.696956,9.02,1.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"May, 2021",10829,10829,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"May, 2021",3882.3712,3879.6622,2.71,0.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"May, 2021",10.62,10.62,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"May, 2021",10239.52,10239.52,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"May, 2021",23745.90705,23721,24.91,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"May, 2021",207.876,206,1.88,1.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"May, 2021",329,329,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"May, 2021",107.064,107,0.06,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"May, 2021",150.314,143,7.31,5.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"May, 2021",5642.884489,5642.884489,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"May, 2021",457.874186,457.440186,0.43,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"May, 2021",8195,8195,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"May, 2021",11531,11531,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"May, 2021",97.589114,97.589114,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"May, 2021",15695.6224,15695.6224,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"May, 2021",8202.472,8202,0.47,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"May, 2021",1027.21,1027,0.21,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"May, 2021",307.287,306,1.29,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"May, 2021",20604,20604,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"May, 2021",1798,1798,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"May, 2021",8696.111157,8683.953622,12.16,0.00%
India,"Financial Year (Apr - Mar), 2021",Andaman And Nicobar IslAnds,Eastern Region,"April, 2021",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2021",Andhra Pradesh,Southern Region,"April, 2021",11570,11570,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Arunachal Pradesh,North East Region,"April, 2021",173.617,142,31.62,18.00%
India,"Financial Year (Apr - Mar), 2021",Assam,North East Region,"April, 2021",1907.832,1823,84.83,4.00%
India,"Financial Year (Apr - Mar), 2021",Bihar,Eastern Region,"April, 2021",6010.527684,5794.513644,216.01,4.00%
India,"Financial Year (Apr - Mar), 2021",ChAndigarh,Northern Region,"April, 2021",228,228,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Chhattisgarh,Western Region,"April, 2021",4792.02635,4787,5.03,0.00%
India,"Financial Year (Apr - Mar), 2021",Delhi,Northern Region,"April, 2021",4372,4372,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Goa,Western Region,"April, 2021",613.7705,605,8.77,1.00%
India,"Financial Year (Apr - Mar), 2021",Gujarat,Western Region,"April, 2021",19360,19360,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Haryana,Northern Region,"April, 2021",7763,7763,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Himachal Pradesh,Northern Region,"April, 2021",1568,1568,0,0.00%
India,"Financial Year (Apr - Mar), 2021",JharkhAnd,Eastern Region,"April, 2021",1719.094748,1581.909186,137.19,8.00%
India,"Financial Year (Apr - Mar), 2021",Karnataka,Southern Region,"April, 2021",14158,14158,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Kerala,Southern Region,"April, 2021",4261.233,4235.03,26.2,1.00%
India,"Financial Year (Apr - Mar), 2021",Lakshadweep,Southern Region,"April, 2021",10.165,10.165,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Madhya Pradesh,Western Region,"April, 2021",11392.35,11392.35,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Maharashtra,Western Region,"April, 2021",25652.9754,25644,8.98,0.00%
India,"Financial Year (Apr - Mar), 2021",Manipur,North East Region,"April, 2021",208.436,208,0.44,0.00%
India,"Financial Year (Apr - Mar), 2021",Meghalaya,North East Region,"April, 2021",357,357,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Mizoram,North East Region,"April, 2021",111,111,0,0.00%
India,"Financial Year (Apr - Mar), 2021",NagalAnd,North East Region,"April, 2021",153.434,148,5.43,4.00%
India,"Financial Year (Apr - Mar), 2021",Odisha,Eastern Region,"April, 2021",5354.868142,5352.526412,2.34,0.00%
India,"Financial Year (Apr - Mar), 2021",Puducherry,Southern Region,"April, 2021",465.465515,465.465515,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Punjab,Northern Region,"April, 2021",6860,6860,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Rajasthan,Northern Region,"April, 2021",11570,11570,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Sikkim,Eastern Region,"April, 2021",105.308136,105.308136,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Tamil Nadu,Southern Region,"April, 2021",16540.8717,16519.3997,21.47,0.00%
India,"Financial Year (Apr - Mar), 2021",Telangana,Southern Region,"April, 2021",13621.727,13595,26.73,0.00%
India,"Financial Year (Apr - Mar), 2021",The Dadra And Nagar Haveli And Daman And Diu,Western Region,"April, 2021",1191.29645,1191,0.3,0.00%
India,"Financial Year (Apr - Mar), 2021",Tripura,North East Region,"April, 2021",300,300,0,0.00%
India,"Financial Year (Apr - Mar), 2021",Uttar Pradesh,Northern Region,"April, 2021",19837,19837,0,0.00%
India,"Financial Year (Apr - Mar), 2021",UttarakhAnd,Northern Region,"April, 2021",1917,1917,0,0.00%
India,"Financial Year (Apr - Mar), 2021",West Bengal,Eastern Region,"April, 2021",9089.124217,9086.738949,2.39,0.00%
India,"Financial Year (Apr - Mar), 2020",Andaman And Nicobar IslAnds,Eastern Region,"March, 2021",58,54,4,7.00%
India,"Financial Year (Apr - Mar), 2020",Andhra Pradesh,Southern Region,"March, 2021",11193,11193,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Arunachal Pradesh,North East Region,"March, 2021",142.487,128,14.49,10.00%
India,"Financial Year (Apr - Mar), 2020",Assam,North East Region,"March, 2021",1751.432,1730,21.43,1.00%
India,"Financial Year (Apr - Mar), 2020",Bihar,Eastern Region,"March, 2021",5678.558393,5452,226.56,4.00%
India,"Financial Year (Apr - Mar), 2020",ChAndigarh,Northern Region,"March, 2021",198,198,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Chhattisgarh,Western Region,"March, 2021",4682,4682,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Delhi,Northern Region,"March, 2021",3709,3709,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Goa,Western Region,"March, 2021",612.178225,611.75,0.43,0.00%
India,"Financial Year (Apr - Mar), 2020",Gujarat,Western Region,"March, 2021",18528.28335,18483,45.28,0.00%
India,"Financial Year (Apr - Mar), 2020",Haryana,Northern Region,"March, 2021",7018,7018,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Himachal Pradesh,Northern Region,"March, 2021",1806,1806,0,0.00%
India,"Financial Year (Apr - Mar), 2020",JharkhAnd,Eastern Region,"March, 2021",1638.52122,1526.84585,111.68,7.00%
India,"Financial Year (Apr - Mar), 2020",Karnataka,Southern Region,"March, 2021",14366.655,14366.655,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Kerala,Southern Region,"March, 2021",4275.315,4269.435,5.88,0.00%
India,"Financial Year (Apr - Mar), 2020",Lakshadweep,Southern Region,"March, 2021",10.701,10.701,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Madhya Pradesh,Western Region,"March, 2021",13072.97,13072.97,0,0.00%
India,"Financial Year (Apr - Mar), 2020",Maharashtra,Western Region,"March, 2021",25575.50685,25513,62.51,0.00%
India,"Financial Year (Apr - Mar), 2020",Manipur,North East Region,"March, 2021",216,216,0,0.00%
